120.3822,100.3404
39.7406,50.0196
80.3465,99.9783
40.1689,50.1107
40.4195,100.0534
120.4973,49.8866
120.2076,49.5801
80.2795,99.7963
120.2662,49.8252
119.5563,49.7787
80.31,99.8228
39.9444,50.0853
80.2746,100.076
119.8503,99.9729
120.1706,100.2728
120.0926,50.4174
79.6971,49.8453
39.6409,99.5365
119.8809,49.6341
120.0995,49.5991
79.9555,49.7533
79.7635,49.7791
120.3851,49.613
39.8358,49.9177
39.7537,100.0939
40.1091,50.1236
40.4404,49.938
80.1732,50.3974
39.8283,100.0827
120.3693,100.4735
120.4341,99.9496
79.686,49.6895
120.4414,50.1593
80.0928,100.3374
120.3859,49.8836
120.3488,50.235
80.2028,49.6327
40.3001,100.1842
79.7889,100.1915
79.9726,99.9198
79.5903,99.7465
80.3371,100.351
79.5312,49.9669
120.1389,100.1881
40.4006,49.8885
79.8542,49.827
120.3115,99.7113
119.7664,50.2611
79.6678,99.625
39.8002,100.2993
79.8627,50.3037
40.0615,100.2358
40.3118,99.7817
39.787,49.6958
80.3929,50.2461
80.3415,99.9587
120.2918,100.3105
79.6134,99.6122
40.3902,49.8751
39.9097,100.2022
